ID,Name,Category,Cooldown,Description
4101,Collect,Ability,0,Readies the catch to retain as a collectable.
4102,Patience,DoL Ability,0,Increases the chance of landing an HQ fish by 50% while reducing <Color(-154)>Hook</Color> efficiency by 40%.<br><Color(52258)>Duration:</Color> 145s<br><br>Cancels current mooching opportunity.
4103,Powerful Hookset,DoL Ability,0,Negates the Inefficient Hooking status. Has no effect on some fish.
4104,Chum,DoL Ability,0,Reduces the amount of time for the next fish to bite.<br><br>Cancels current mooching opportunity.
4105,Fish Eyes,DoL Ability,0,"Open your five senses to the surrounding environment, uncovering heretofore hidden fish.<br><br>Cancels current mooching opportunity."
4106,Patience II,DoL Ability,0,Increases the chance of landing an HQ fish by 80% while reducing <Color(-154)>Hook</Color> efficiency by 75%. Increases the likelihood of catching larger fish.<br><Color(52258)>Duration:</Color> 145s<br><br>Cancels current mooching opportunity.
4179,Precision Hookset,DoL Ability,0,Negates the <Color(-154)>Inefficient Hooking</Color> status. Has no effect on some fish.
4249,Terminal Velocity,Adrenaline Rush,0,"Delivers an attack to all enemies in a straight line before you with a potency of 3,000 for the first enemy, 25% less for the second, 50% less for the third, and 75% less for all remaining enemies.<br><Color(52258)>Additional Effect:</Color> Reduces target's HP recovered by healing magic by 25%<br><Color(52258)>Duration: </Color>15s<br>Can only be executed while the <Color(-34022)>Adrenaline Gauge</Color> is full."
4262,Form Shift,Weaponskill,25,"Shifts your current form to the next in the sequence. If no form is being used when executed, you will move into the <Color(-154)>opo-opo</Color> form."
4401,the Balance,Ability,300,Increases damage dealt by a party member or self by 20%.<br><Color(52258)>Duration:</Color> 30s
4402,the Bole,Ability,300,Reduces damage taken by a party member or self by 20%.<br><Color(52258)>Duration:</Color> 30s
4403,the Arrow,Ability,300,"Reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay of a party member or self by 10%.<br><Color(52258)>Duration:</Color> 30s"
4404,the Spear,Ability,300,Reduces ability recast time for a party member or self by 20%.<br><Color(52258)>Duration:</Color> 20s
4405,the Ewer,Ability,300,Gradually restores own MP or the MP of a target party member.<br><Color(52258)>Potency:</Color> 50<br><Color(52258)>Duration:</Color> 15s
4406,the Spire,Ability,300,Gradually restores own TP or the TP of a target party member.<br><Color(52258)>Duration:</Color> 15s
4407,the Balance,Ability,300,Increases target and nearby party members' damage dealt by 10%.<br><Color(52258)>Duration:</Color> 30s
4408,the Bole,Ability,300,Reduces target and nearby party members' damage taken by 10%.<br><Color(52258)>Duration:</Color> 30s
4409,the Arrow,Ability,300,"Reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay of target and nearby party members by 5%.<br><Color(52258)>Duration:</Color> 30s"
4410,the Spear,Ability,300,Reduces target and nearby party members' ability recast time by 10%.<br><Color(52258)>Duration:</Color> 20s
4411,the Ewer,Ability,300,Refreshes target's MP and the MP of all nearby party members.<br><Color(52258)>Potency:</Color> 25<br><Color(52258)>Duration:</Color> 15s
4412,the Spire,Ability,300,Refreshes target's TP and the TP of all nearby party members.<br><Color(52258)>Duration:</Color> 15s
4413,the Balance,Ability,300,Increases damage dealt by a party member or self by 20%.<br><Color(52258)>Duration:</Color> 30s
4414,the Bole,Ability,300,Reduces damage taken by a party member or self by 20%.<br><Color(52258)>Duration:</Color> 30s
4415,the Arrow,Ability,300,"Reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay of a party member or self by 10%.<br><Color(52258)>Duration:</Color> 30s"
4416,the Spear,Ability,300,Reduces ability recast time for a party member or self by 20%.<br><Color(52258)>Duration:</Color> 20s
4417,the Ewer,Ability,300,Gradually restores own MP or the MP of a target party member.<br><Color(52258)>Potency:</Color> 50<br><Color(52258)>Duration:</Color> 15s
4418,the Spire,Ability,300,Gradually restores own TP or the TP of a target party member.<br><Color(52258)>Duration:</Color> 15s
4419,the Balance,Ability,300,Increases target and nearby party members' damage dealt by 10%.<br><Color(52258)>Duration:</Color> 30s
4420,the Bole,Ability,300,Reduces target and nearby party members' damage taken by 10%.<br><Color(52258)>Duration:</Color> 30s
4421,the Arrow,Ability,300,"Reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay of target and nearby party members by 5%.<br><Color(52258)>Duration:</Color> 30s"
4422,the Spear,Ability,300,Reduces target and nearby party members' ability recast time by 10%.<br><Color(52258)>Duration:</Color> 20s
4423,the Ewer,Ability,300,Refreshes target's MP and the MP of all nearby party members.<br><Color(52258)>Potency:</Color> 25<br><Color(52258)>Duration:</Color> 15s
4424,the Spire,Ability,300,Refreshes target's TP and the TP of all nearby party members.<br><Color(52258)>Duration:</Color> 15s
4560,Collectable Synthesis,Ability,0,Use existing recipes to create collectables without increasing step count.
4561,Collectable Synthesis,Ability,0,Use existing recipes to create collectables without increasing step count.
4562,Collectable Synthesis,Ability,0,Use existing recipes to create collectables without increasing step count.
4563,Collectable Synthesis,Ability,0,Use existing recipes to create collectables without increasing step count.
4564,Collectable Synthesis,Ability,0,Use existing recipes to create collectables without increasing step count.
4565,Collectable Synthesis,Ability,0,Use existing recipes to create collectables without increasing step count.
4566,Collectable Synthesis,Ability,0,Use existing recipes to create collectables without increasing step count.
4567,Collectable Synthesis,Ability,0,Use existing recipes to create collectables without increasing step count.
4568,Name of the Wind,DoH Ability,0,"For the next five steps,  <Color(-34022)>Brand of Wind</Color> efficiency is increased. Increase determined by current progress.<br><br>Only one <Color(-34022)>Name of the Element</Color> action can be used per synthesis."
4569,Name of Fire,DoH Ability,0,"For the next five steps, <Color(-34022)>Brand of Fire</Color> efficiency is increased. Increase determined by current progress.<br><br>Only one <Color(-34022)>Name of the Element</Color> action can be used per synthesis."
4570,Name of Ice,DoH Ability,0,"For the next five steps, <Color(-34022)>Brand of Ice</Color> efficiency is increased. Increase determined by current progress.<br><br>Only one <Color(-34022)>Name of the Element</Color> action can be used per synthesis."
4571,Name of Earth,DoH Ability,0,"For the next five steps, <Color(-34022)>Brand of Earth</Color> efficiency is increased. Increase determined by current progress.<br><br>Only one <Color(-34022)>Name of the Element</Color> action can be used per synthesis."
4572,Name of Lightning,DoH Ability,0,"For the next five steps, <Color(-34022)>Brand of Lightning</Color> efficiency is increased. Increase determined by current progress.<br><br>Only one <Color(-34022)>Name of the Element</Color> action can be used per synthesis."
4573,Name of Water,DoH Ability,0,"For the next five steps, <Color(-34022)>Brand of Water</Color> efficiency is increased. Increase determined by current progress.<br><br>Only one <Color(-34022)>Name of the Element</Color> action can be used per synthesis."
4574,Manipulation II,DoH Ability,0,Restores 5 points of <Color(-154)>durability</Color> after each step for the next eight steps. Each step overwrites all other durability-restoring actions.
4575,Manipulation II,DoH Ability,0,Restores 5 points of <Color(-154)>durability</Color> after each step for the next eight steps. Each step overwrites all other durability-restoring actions.
4576,Manipulation II,DoH Ability,0,Restores 5 points of <Color(-154)>durability</Color> after each step for the next eight steps. Each step overwrites all other durability-restoring actions.
4577,Manipulation II,DoH Ability,0,Restores 5 points of <Color(-154)>durability</Color> after each step for the next eight steps. Each step overwrites all other durability-restoring actions.
4578,Manipulation II,DoH Ability,0,Restores 5 points of <Color(-154)>durability</Color> after each step for the next eight steps. Each step overwrites all other durability-restoring actions.
4579,Manipulation II,DoH Ability,0,Restores 5 points of <Color(-154)>durability</Color> after each step for the next eight steps. Each step overwrites all other durability-restoring actions.
4580,Manipulation II,DoH Ability,0,Restores 5 points of <Color(-154)>durability</Color> after each step for the next eight steps. Each step overwrites all other durability-restoring actions.
4581,Manipulation II,DoH Ability,0,Restores 5 points of <Color(-154)>durability</Color> after each step for the next eight steps. Each step overwrites all other durability-restoring actions.
4800,Self-destruct,Mount,0,Initiate self-destruct.
4913,Heavydoom,Mount,25,Fires a pressurized round of ammunition. Has no effect against oversized targets.
4914,Cracklyplume,Mount,25,Fires a hypercharged round of ammunition capable of electrocuting living targets. Has no effect on machina.
4915,Meltyspume,Mount,25,Fires a round of armor-piercing ammunition.
4916,Stickyloom,Mount,25,Activates electromagnets capable of drawing in a target.
4917,Recharge,Mount,30,Saps a target of its electrical charge.
4930,Silencing Cant,Event,35,Casts a minor spell to prevent curses of transfiguration.
4931,Buffet,Event,25,Fills lungs with air then releases it in a single powerful gust.
4976,Air Combat Maneuver,Mount,25,Do a barrel roll!<br>?Has no effect in battle.
5872,Fumigate,Event,25,Evenly distributes the Vath solution in a fine mist.
6143,Saturate,Event,40,Sprays tepid water over target.
6273,Pummel,Glamour,25,Deals damage to a target.
6274,Void Fire II,Spell,25,Deals damage to nearby enemies while increasing vulnerability.
6293,Roar,Event,25,Emits a deafening roar charged with arcane dragon magicks.
6294,Seed,Event,25,Disperses countless moogle-soothing cloud mallow seeds into the air.
6295,Buffet,Mount,25,Fills lungs with air then releases it in a single powerful gust.<br>?Has no effect in battle.
6296,Fumigate,Mount,25,Evenly distributes Vath solution in a fine mist.<br>?Has no effect in battle.
6297,Seed,Mount,25,Disperses countless moogle-soothing cloud mallow seeds into the air.<br>?Has no effect in battle.
6324,Mogatory Mog Dance,Mount,25,Dance! Dance I say!<br>?Has no effect in battle.
6844,Benediction,Weaponskill,0,Restores all of a target's HP.
6871,Heavenly Judge,Glamour,25,Stuns and deals damage to all nearby targets. Damage increased for certain enemies.
7381,Total Eclipse,Weaponskill,25,Delivers an attack with a potency of 110 to all nearby enemies.
7382,Intervention,Ability,100,Reduces target party member's damage taken by 10%.<br><Color(52258)>Duration:</Color> 6s<br><Color(52258)>Additional Effect:</Color> Increases damage reduction by another 50% of the effect of <Color(-154)>Rampart</Color> or <Color(-154)>Sentinel</Color> if either are active.<br><Color(52258)>Oath Gauge Cost:</Color> 50
7383,Requiescat,Ability,600,Delivers an attack with a potency of 350. Potency decreases as own MP decreases.<br><Color(52258)>Additional Effect:</Color> Increases attack magic and healing magic potency by 20% if current MP is at 80% or higher.<br><Color(52258)>Duration:</Color> 12s
7384,Holy Spirit,Spell,25,Deals unaspected damage with a potency of 430.<br><Color(52258)>Shield Oath Bonus:</Color> Increases <Color(-34022)>Oath Gauge</Color> by 20
7385,Passage of Arms,Ability,1200,Increases block rate by 100% and creates a designated area in a cone behind you in which party members will only suffer 85% of all damage inflicted.<br><Color(52258)>Duration:</Color> 18s<br>Effect ends upon executing another action or moving.<br>Cancels auto-attack upon execution.
7386,Onslaught,Ability,150,Rushes target and delivers an attack with a potency of 100.<br><Color(52258)>Additional Effect:</Color> Increased enmity<br><Color(52258)>Beast Gauge Cost:</Color> 20<br>Can only be executed while under the effect of <Color(-154)>Defiance</Color> or <Color(-154)>Deliverance</Color>.<br>Cannot be executed while bound.
7387,Upheaval,Ability,300,Delivers an attack with a potency of 300.<br>Potency decreases as own HP decreases. Potency also affected by maximum HP-increasing effects granted to self.<br><Color(52258)>Beast Gauge Cost:</Color> 20<br>Can only be executed while under the effect of <Color(-154)>Defiance</Color> or <Color(-154)>Deliverance</Color>.<br>Ignores the damage penalty inflicted by <Color(-154)>Defiance</Color>.
7388,Shake it Off,Ability,600,Removes most all detrimental effects.<br>Can be executed while under the effect of action-inhibiting statuses.
7389,Inner Release,Ability,1200,"Halves <Color(-34022)>Beast Gauge</Color> costs and nullifies <Color(-154)>Stun</Color>, <Color(-154)>Sleep</Color>, <Color(-154)>Bind</Color>, <Color(-154)>Heavy</Color>, knockback, and draw-in effects.<br><Color(52258)>Duration: </Color>20s<br>Can only be executed while under the effect of <Color(-154)>Deliverance</Color>. Effect is canceled if <Color(-34022)>Deliverance</Color> ends.<br>Shares a recast timer with <Color(-34022)>Unchained</Color>.<br><Color(52258)>Beast Gauge Cost:</Color> 20<br>"
7390,Delirium,Ability,1200,Restores MP.<br><Color(52258)>Additional Effect:</Color> Extends <Color(-154)>Blood Weapon</Color> and <Color(-154)>Blood Price</Color> effects by 8s and 16s respectively.<br><Color(52258)>Blood Gauge Cost: </Color>50
7391,Quietus,Weaponskill,25,Delivers an attack with a potency of 160 to all nearby enemies.<br><Color(52258)>Dark Arts Potency: </Color>210<br><Color(52258)>Blood Gauge Cost: </Color>50<br><Color(-154)>Dark Arts</Color> fades upon execution.
7392,Bloodspiller,Weaponskill,25,Delivers an attack with a potency of 380.<br><Color(52258)>Dark Arts Potency: </Color>520<br><Color(52258)>Grit Potency: </Color>475<br><Color(52258)>Dark Arts+Grit Potency: </Color>650<br><Color(52258)>Blood Gauge Cost: </Color>50<br><Color(-154)>Dark Arts</Color> fades upon execution.
7393,The Blackest Night,Ability,150,"Creates a barrier around self that absorbs damage totaling 20% of your maximum HP, or around a party member that absorbs damage totaling 10% of your maximum HP.<br><Color(52258)>Duration: </Color>5s<br>Increases <Color(-34022)>Blood Gauge</Color> by 50 when full 20% (10%) is absorbed."
7394,Riddle of Earth,Ability,600,Grants <Color(-154)>Fists of Earth</Color>. Also grants <Color(-154)>Earth's Reply</Color> if damage is taken while active.<br><Color(52258)>Duration: </Color>30s<br><Color(52258)>Earth's Reply Bonus: </Color>Reduces damage taken by 10%<br><Color(52258)>Duration: </Color>30s<br><Color(52258)>Additional Effect: </Color>Extends <Color(-154)>Greased Lightning</Color> duration to maximum<br>Both <Color(-154)>Riddle of Earth</Color> and <Color(-154)>Earth's Reply</Color> are canceled if <Color(-154)>Fists of Earth</Color> ends.
